Test Result UID,Sample Name,Sample Type,Receipt Time,Test Time,Provider,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,delta-9 CBG-A,delta-9 CBG,CBG-A,CBG,CBC,Moisture Content
,24Jul17 Frac 2,"Concentrate, Inhalable",2017-07-26,,823,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
,Grape QWET Crude,"Concentrate, Inhalable",2017-10-19,,823,,,,,,0.0,0.0,0.085,0.0,0.0,0.095,0.0,0.139,0.0,0.0,0.0,0.215,0.0,0.0,0.6,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
,Grape Crude,"Concentrate, Inhalable",2017-10-19,,823,,,,,,0.0,0.0,0.069,0.0,0.0,0.074,0.0,0.096,0.0,0.0,0.0,0.178,0.0,0.0,0.452,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
,IPA QWET Crude,"Concentrate, Inhalable",2017-10-19,,823,,,,,,0.0,0.0,0.083,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.158,0.0,0.0,0.36,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
,04Nov17 Corn CBD Crude cut 1,"Concentrate, Inhalable",2017-11-07,,823,,,,,,0.0,0.0,0.065,0.0,0.0,0.069,0.0,0.025,0.0,0.0,0.0,0.089,0.0,0.0,0.207,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
,Cheese,"Flower, Inhalable",2017-05-24,,830,,,,,,0.0,0.004,0.026,0.004,0.002,0.003,0.0,0.166,0.005,0.007,0.031,0.197,0.05,0.0,0.466,0.304,,0.055,0.294,0.002,0.0,,,,,,,,,,,,,,
,GOO,"Flower, Inhalable",2017-05-24,,830,,,,,,0.0,0.0,0.033,0.002,0.001,0.049,0.0,0.033,0.132,0.0,0.041,0.054,0.036,0.0,0.136,0.804,,0.013,0.006,0.0,0.0,,,,,,,,,,,,,,
,Critical - Dosidos BHO,"Concentrate, Inhalable",2017-05-24,,831,,,,,,0.0,0.022,0.044,0.0,0.0,0.003,0.0,0.527,0.0,0.01,0.125,0.227,0.089,0.0,0.769,0.105,,0.129,0.405,0.004,0.0,,,,,,,,,,,,,,
,C-Banana D Rosin,"Concentrate, Inhalable",2017-05-19,,836,,,,,,0.0,0.027,0.036,0.0,0.022,0.17,0.0,0.144,0.161,0.017,0.114,0.122,0.129,0.0,0.402,1.792,,0.233,1.026,0.0,0.0,,,,,,,,,,,,,,
,Ron Lafferty - White Cherry,"Flower, Inhalable",2017-11-14,,1,,,,,,0.0,0.003,0.001,0.0,0.0,0.0,0.0,0.026,0.094,0.0,0.0,0.046,0.17,0.0,0.171,1.236,,0.063,0.079,0.0,0.0,,,,,,,,,,,,,,
,GORILLA GLUE #4 FLOWERS,"Flower, Inhalable",2017-07-19,,837,,,,,,0.0,0.006,0.003,0.0,0.0,0.0,0.0,0.036,0.0,0.002,0.06,0.127,0.022,0.0,0.43,0.321,,0.041,0.201,0.0,0.0,,,,,,,,,,,,,,
,Esensia- Lime Juice,"Flower, Inhalable",2017-11-14,,1,,,,,,0.035,0.009,0.003,0.0,0.003,0.088,0.008,0.038,0.055,0.912,0.0,0.038,0.118,0.02,0.133,0.458,,0.15,0.39,0.013,0.0,,,,,,,,,,,,,,
,Nuggernaut OG Glue,"Flower, Inhalable",2017-09-19,,840,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.0,0.0,0.0,0.162,0.0,0.0,0.524,0.334,,0.025,0.171,0.0,0.0,,,,,,,,,,,,,,
,GORILLA GLUE #4,"Concentrate, Inhalable",2017-05-08,,846,,,,,,0.0,0.0,0.086,0.0,0.011,0.0,0.0,0.191,0.0,0.0,0.377,0.558,0.019,0.0,1.742,0.036,,0.038,0.186,0.0,0.0,,,,,,,,,,,,,,
,Gorilla Glue #4,"Flower, Inhalable",2017-05-04,,847,,,,,,0.0,0.007,0.016,0.0,0.002,0.007,0.0,0.057,0.001,0.005,0.081,0.195,0.025,0.0,0.636,0.285,,0.046,0.31,0.0,0.0,,,,,,,,,,,,,,
,J1 Rosin (Virgin Flower),"Concentrate, Inhalable",2017-05-03,,850,,,,,,0.051,0.0,0.132,0.017,0.006,0.0,0.042,0.021,0.373,1.839,0.086,0.656,0.307,0.043,1.689,1.469,,0.246,0.306,0.03,0.0,,,,,,,,,,,,,,
,Blue Dream Virgin Flower Rosin,"Concentrate, Inhalable",2017-05-08,,850,,,,,,0.0,0.013,0.197,0.028,0.0,0.0,0.0,0.1,0.0,0.0,0.305,0.453,1.271,0.0,1.201,1.521,,0.606,0.203,0.0,0.0,,,,,,,,,,,,,,
,Sour Diesel Virgin Flower Rosin,"Concentrate, Inhalable",2017-05-08,,850,,,,,,0.0,0.031,0.176,0.008,0.0,0.078,0.0,0.098,0.038,0.017,0.262,0.547,0.3,0.0,1.799,0.631,,0.282,0.904,0.0,0.0,,,,,,,,,,,,,,
,Sunshine Daydream Virgin Flower Rosin,"Concentrate, Inhalable",2017-05-08,,850,,,,,,0.0,0.033,0.185,0.0,0.0,0.085,0.0,0.103,0.038,0.0,0.285,0.592,0.284,0.0,1.951,0.675,,0.284,0.935,0.0,0.0,,,,,,,,,,,,,,
,Skittles/GSC Hybrid Red,"Concentrate, Inhalable",2017-08-29,,853,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.338,0.0,0.321,0.0,0.367,0.39,0.0,1.084,0.802,,0.261,0.31,0.0,0.0,,,,,,,,,,,,,,
,J1-XXX OG Hybrid Green,"Concentrate, Inhalable",2017-08-29,,853,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.0,0.289,0.0,0.229,0.223,0.0,0.658,0.437,,0.162,0.227,0.0,0.0,,,,,,,,,,,,,,
,King Louis Shatter,"Concentrate, Inhalable",2017-09-19,,853,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257,0.0,0.0,0.0,0.142,0.0,0.0,0.422,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
,CBD For The People Raw,"Concentrate, Inhalable",2017-05-02,,854,,,,,,0.0,0.0,0.086,0.0,0.0,0.0,0.0,0.01,0.0,0.009,0.022,0.047,0.0,0.0,0.141,0.019,,0.0,0.007,0.0,0.0,,,,,,,,,,,,,,
,Wifi OG,"Hybrid, Flower, Inhalable",2017-05-02,,855,,,,,,0.0,0.03,0.0,0.0,0.002,0.0,0.0,0.016,0.004,0.025,0.0,0.075,0.076,0.0,0.27,0.556,,0.132,0.621,0.0,0.0,,,,,,,,,,,,,,
,Alien OG,"Flower, Inhalable",2017-08-10,,855,,,,,,0.0,0.0,0.0,0.0,0.0,0.074,0.0,0.095,0.0,0.0,0.0,0.165,0.029,0.0,0.461,0.71,,0.058,0.253,0.0,0.0,,,,,,,,,,,,,,
,Eden Farms x Karls Select - Eden OG,"Flower, Inhalable",2017-11-22,,1,,,,,,0.0,0.015,0.014,0.0,0.007,0.003,0.014,0.108,0.002,0.007,0.071,0.157,0.054,0.0,0.466,1.239,,0.112,0.704,0.0,0.0,,,,,,,,,,,,,,
,Malama The Roots Farm X Worldwide Roots- Yerba,"Flower, Inhalable",2017-11-14,,1,,,,,,0.0,0.011,0.004,0.0,0.0,0.0,0.0,0.155,0.002,0.007,0.039,0.138,0.043,0.0,0.499,0.089,,0.083,0.557,0.0,0.0,,,,,,,,,,,,,,
,Gorilla Glue #4,"Flower, Inhalable",2017-11-02,,855,,,,,,0.0,0.0,0.0,0.0,0.019,0.0,0.0,0.102,0.0,0.0,0.0,0.141,0.039,0.0,0.451,0.172,,0.062,0.403,0.0,0.0,,,,,,,,,,,,,,
,Green Valley White Widow,"Flower, Inhalable",2017-05-02,,856,,,,,,0.0,0.003,0.018,0.0,0.001,0.087,0.0,0.087,0.016,0.005,0.049,0.093,0.016,0.0,0.327,1.066,,0.043,0.12,0.0,0.0,,,,,,,,,,,,,,
,Green Valley Tiger Paw,"Flower, Inhalable",2017-05-02,,856,,,,,,0.062,0.008,0.009,0.006,0.0,0.008,0.0,0.073,0.272,1.197,0.028,0.083,0.131,0.032,0.201,0.384,,0.216,0.421,0.021,0.003,,,,,,,,,,,,,,
,1 GRAM EXTRACT,"Concentrate, Inhalable",2017-05-01,,857,,,,,,0.0,0.013,0.056,0.0,0.004,0.018,0.0,0.061,0.004,0.016,0.114,0.313,0.083,0.0,0.926,0.013,,0.074,0.089,0.002,0.0,,,,,,,,,,,,,,
,Triangle Kush,"Indica, Flower, Inhalable",2017-05-01,,858,,,,,,0.0,0.02,0.001,0.0,0.002,0.0,0.0,0.094,0.0,0.016,0.0,0.087,0.06,0.0,0.288,0.492,,0.096,0.497,0.0,0.0,,,,,,,,,,,,,,
,Valley Girl,"Flower, Inhalable",2017-05-01,,858,,,,,,0.0,0.027,0.0,0.0,0.014,0.0,0.0,0.223,0.0,0.025,0.0,0.061,0.073,0.0,0.191,0.361,,0.112,0.661,0.0,0.0,,,,,,,,,,,,,,
,Valley Girl,"Hybrid, Flower, Inhalable",2017-07-31,,858,,,,,,0.0,0.015,0.005,0.0,0.006,0.0,0.0,0.192,0.0,0.01,0.0,0.054,0.043,0.0,0.169,0.177,,0.066,0.437,0.0,0.0,,,,,,,,,,,,,,
,Under Dog,"Indica, Flower, Inhalable",2017-07-31,,858,,,,,,0.0,0.016,0.008,0.0,0.004,0.0,0.0,0.219,0.0,0.011,0.0,0.085,0.061,0.0,0.257,0.285,,0.083,0.592,0.0,0.0,,,,,,,,,,,,,,
,Valley Girl,"Flower, Inhalable",2017-10-09,,858,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.072,0.0,0.0,0.0,0.197,0.02,0.0,0.689,0.176,,0.036,0.136,0.0,0.0,,,,,,,,,,,,,,
,Lyfted Lemon,"Flower, Inhalable",2017-04-24,,864,,,,,,0.0,0.007,0.002,0.0,0.0,0.087,0.0,0.09,0.003,0.0,0.07,0.031,0.243,0.0,0.106,1.183,,0.135,0.182,0.0,0.0,,,,,,,,,,,,,,
,Triple Berry Syrup,"Flower, Inhalable",2017-04-24,,864,,,,,,0.0,0.012,0.006,0.0,0.0,0.0,0.0,0.236,0.035,0.008,0.004,0.16,0.056,0.0,0.588,0.132,,0.091,0.409,0.0,0.0,,,,,,,,,,,,,,
,Nuggys Seed Company- Platinum Cookie,"Flower, Inhalable",2017-11-14,,1,,,,,,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.042,0.092,0.0,0.0,0.07,0.006,0.0,0.257,1.081,,0.014,0.051,0.0,0.0,,,,,,,,,,,,,,
,OZ Kush,"Concentrate, Inhalable",2017-06-08,,875,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051,0.0,0.0,0.2,0.098,0.0,0.0,0.188,0.017,,0.004,0.045,0.0,0.0,,,,,,,,,,,,,,
,Blueberry White Widow,"Flower, Inhalable",2017-04-17,,876,,,,,,0.0,0.019,0.011,0.0,0.0,0.0,0.0,0.032,0.058,0.023,0.001,0.116,0.368,0.0,0.4,1.307,,0.201,0.26,0.011,0.0,,,,,,,,,,,,,,
,Cosmic OG,"Flower, Inhalable",2017-04-17,,876,,,,,,0.0,0.0,0.004,0.0,0.001,0.0,0.0,0.275,0.0,0.019,0.024,0.089,0.023,0.0,0.329,1.65,,0.035,0.13,0.0,0.0,,,,,,,,,,,,,,
,J1 (Jack Herer),"Flower, Inhalable",2017-04-17,,876,,,,,,0.04,0.011,0.006,0.002,0.005,0.0,0.015,0.104,0.294,0.879,0.0,0.112,0.073,0.031,0.339,0.238,,0.102,0.27,0.026,0.01,,,,,,,,,,,,,,
,Sour Diesel/ OG,"Flower, Inhalable",2017-04-17,,876,,,,,,0.0,0.027,0.008,0.0,0.0,0.0,0.0,0.099,0.0,0.023,0.0,0.212,0.064,0.0,0.529,0.328,,0.092,0.551,0.0,0.0,,,,,,,,,,,,,,
,Pineapple Cheese,"Flower, Inhalable",2017-04-17,,876,,,,,,0.0,0.016,0.019,0.0,0.006,0.126,0.0,0.031,0.007,0.02,0.153,0.168,0.486,0.0,0.567,1.189,,0.233,0.121,0.0,0.0,,,,,,,,,,,,,,
,Girl Scout Cookies,"Flower, Inhalable",2017-04-17,,876,,,,,,0.0,0.023,0.029,0.0,0.0,0.0,0.0,0.076,0.013,0.035,0.0,0.582,0.048,0.0,1.299,0.39,,0.07,0.377,0.0,0.0,,,,,,,,,,,,,,
,Berry White,"Flower, Inhalable",2017-10-12,,876,,,,,,0.0,0.009,0.008,0.0,0.0,0.005,0.003,0.068,0.001,0.006,0.085,0.206,0.032,0.0,0.552,0.692,,0.065,0.385,0.0,0.0,,,,,,,,,,,,,,
,Lemon OG,"Flower, Inhalable",2017-10-12,,876,,,,,,0.0,0.011,0.014,0.0,0.002,0.003,0.003,0.033,0.047,0.006,0.047,0.137,0.363,0.0,0.492,1.793,,0.21,0.299,0.0,0.0,,,,,,,,,,,,,,
,Tsunami Sour Diesel,"Flower, Inhalable",2017-10-27,,876,,,,,,0.0,0.009,0.016,0.0,0.0,0.0,0.0,0.12,0.001,0.004,0.138,0.336,0.031,0.0,0.875,0.244,,0.061,0.425,0.0,0.0,,,,,,,,,,,,,,
,Cherry Pie,"Flower, Inhalable",2017-10-27,,876,,,,,,0.0,0.004,0.006,0.0,0.0,0.0,0.0,0.148,0.043,0.004,0.094,0.142,0.014,0.0,0.509,1.779,,0.034,0.19,0.0,0.0,,,,,,,,,,,,,,
,Skytower Og,"Flower, Inhalable",2017-07-05,,878,,,,,,0.0,0.017,0.004,0.0,0.006,0.0,0.0,0.134,0.0,0.018,0.0,0.082,0.058,0.0,0.286,0.511,,0.114,0.607,0.0,0.0,,,,,,,,,,,,,,
,Paris Og,"Flower, Inhalable",2017-07-05,,878,,,,,,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.013,0.0,0.074,0.048,0.0,0.255,0.637,,0.092,0.453,0.0,0.0,,,,,,,,,,,,,,
,Russian Assassin Og,"Flower, Inhalable",2017-07-05,,878,,,,,,0.0,0.02,0.004,0.0,0.011,0.0,0.0,0.173,0.0,0.019,0.0,0.09,0.068,0.0,0.314,0.496,,0.135,0.75,0.0,0.0,,,,,,,,,,,,,,
,Legend OG,"Flower, Inhalable",2017-08-09,,878,,,,,,0.0,0.011,0.01,0.0,0.008,0.0,0.0,0.116,0.0,0.013,0.0,0.124,0.037,0.0,0.4,0.568,,0.078,0.333,0.0,0.0,,,,,,,,,,,,,,
,Russian Assassin OG,"Flower, Inhalable",2017-08-09,,878,,,,,,0.0,0.012,0.0,0.0,0.008,0.0,0.0,0.153,0.0,0.015,0.0,0.131,0.043,0.0,0.432,0.607,,0.09,0.374,0.0,0.0,,,,,,,,,,,,,,
,Hard Russian,"Flower, Inhalable",2017-08-09,,878,,,,,,0.0,0.003,0.006,0.0,0.0,0.074,0.0,0.088,0.02,0.002,0.0,0.084,0.01,0.0,0.3,0.399,,0.024,0.062,0.0,0.0,,,,,,,,,,,,,,
,SFV OG Kush Rosin,"Concentrate, Inhalable",2017-04-14,,880,,,,,,0.0,0.02,0.116,0.0,0.009,0.0,0.0,0.273,0.0,0.023,0.326,0.496,0.089,0.0,1.545,0.127,,0.126,0.192,0.0,0.0,,,,,,,,,,,,,,
,Berry White (1601),"Flower, Inhalable",2017-04-13,,883,,,,,,0.0,0.013,0.022,0.0,0.001,0.116,0.0,0.076,0.128,0.011,0.008,0.11,0.653,0.0,0.373,0.514,,0.224,0.307,0.0,0.0,,,,,,,,,,,,,,
,Esensia- Space Berries,"Flower, Inhalable",2017-11-14,,1,,,,,,0.014,0.002,0.0,0.0,0.0,0.033,0.0,0.023,0.125,0.397,0.0,0.027,0.268,0.007,0.115,1.193,,0.096,0.066,0.003,0.0,,,,,,,,,,,,,,
,Fire OG,"Flower, Inhalable",2017-04-13,,887,,,,,,0.0,0.019,0.006,0.0,0.006,0.0,0.0,0.148,0.0,0.003,0.024,0.078,0.064,0.0,0.248,0.435,,0.129,0.511,0.0,0.0,,,,,,,,,,,,,,
,Larry OG,"Flower, Inhalable",2017-06-02,,887,,,,,,0.0,0.016,0.013,0.0,0.005,0.0,0.0,0.226,0.0,0.005,0.074,0.084,0.054,0.0,0.254,0.61,,0.103,0.447,0.0,0.0,,,,,,,,,,,,,,
,Cali Kiss,"Flower, Inhalable",2017-10-06,,887,,,,,,0.0,0.0,0.0,0.0,0.02,0.064,0.0,0.049,0.0,0.0,0.0,0.068,0.034,0.0,0.239,0.257,,0.061,0.283,0.0,0.0,,,,,,,,,,,,,,
,Serenity Now,"Concentrate, Inhalable",2017-04-11,,890,,,,,,0.0,0.0,0.057,0.016,0.0,0.064,0.0,0.108,0.026,0.181,0.307,0.658,0.006,0.0,1.573,0.14,,0.024,0.2,0.01,0.0,,,,,,,,,,,,,,
,Cheese Glue (G1),"Flower, Inhalable",2017-04-05,,894,,,,,,0.0,0.005,0.005,0.0,0.001,0.0,0.0,0.033,0.0,0.006,0.022,0.153,0.026,0.0,0.405,0.038,,0.049,0.175,0.0,0.0,,,,,,,,,,,,,,
,Higgs Indica,"Flower, Inhalable",2017-10-05,,896,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061,0.0,0.0,0.0,0.163,0.029,0.0,0.486,0.987,,0.053,0.311,0.0,0.0,,,,,,,,,,,,,,
,Higgs Sativa,"Flower, Inhalable",2017-10-16,,896,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041,0.153,0.0,0.0,0.131,0.211,0.0,0.306,0.409,,0.093,0.143,0.0,0.0,,,,,,,,,,,,,,
,SUPER LEMON HAZE ROSIN (SAMPLE 001),"Concentrate, Inhalable",2017-04-05,,897,,,,,,0.079,0.008,0.074,0.011,0.009,0.0,0.02,0.077,0.477,1.819,0.035,0.307,0.199,0.073,0.819,0.447,,0.262,0.291,0.049,0.007,,,,,,,,,,,,,,
,Esensia - Banana Bread,"Flower, Inhalable",2017-11-14,,1,,,,,,0.015,0.006,0.001,0.0,0.0,0.0,0.0,0.032,0.009,0.415,0.0,0.052,0.403,0.007,0.181,1.298,,0.211,0.114,0.005,0.0,,,,,,,,,,,,,,
,Malibu Dream (MD518),"Flower, Inhalable",2017-04-03,,900,,,,,,0.0,0.006,0.004,0.0,0.005,0.0,0.0,0.047,0.0,0.002,0.022,0.06,0.344,0.0,0.178,0.97,,0.165,0.087,0.0,0.0,,,,,,,,,,,,,,
,SUF OG,"Flower, Inhalable",2017-04-03,,902,,,,,,0.0,0.013,0.009,0.0,0.003,0.0,0.0,0.118,0.0,0.005,0.04,0.117,0.046,0.0,0.379,0.731,,0.094,0.428,0.0,0.0,,,,,,,,,,,,,,
,Diamond Dab x Satellite O.G. Nug Run,"Shatter, Concentrate, Inhalable",2017-03-31,,903,,,,,,0.0,0.038,0.103,0.0,0.029,0.005,0.029,0.596,0.044,0.052,0.228,0.421,0.155,0.0,1.343,0.647,,0.313,1.239,0.0,0.0,,,,,,,,,,,,,,
,"Diamond Dab Blackberry Kush ""Nug Run""","Crumble, Concentrate, Inhalable",2017-06-19,,903,,,,,,0.0,0.0,0.015,0.0,0.0,0.114,0.0,0.104,0.0,0.034,0.0,0.065,0.028,0.0,0.261,0.137,,0.059,0.156,0.0,0.0,,,,,,,,,,,,,,
,"Strawberry Cough ""Nug Run""","Concentrate, Inhalable",2017-06-29,,903,,,,,,0.0,0.0,0.033,0.0,0.0,0.04,0.0,0.218,0.061,0.014,0.0,0.207,0.197,0.0,0.755,0.271,,0.144,0.367,0.0,0.0,,,,,,,,,,,,,,
,Squirrel Extracts - Bananimals,"Concentrate, Inhalable",2017-10-04,,904,,,,,,0.0,0.085,0.054,0.0,0.003,0.0,0.0,0.111,0.152,0.069,0.022,0.298,0.539,0.0,0.998,0.519,,0.627,2.304,0.0,0.0,,,,,,,,,,,,,,
,Squirrel Extracts - Sherbalato,"Concentrate, Inhalable",2017-10-04,,904,,,,,,0.0,0.037,0.051,0.011,0.004,0.0,0.0,0.637,0.091,0.038,0.02,0.584,0.177,0.0,1.58,0.09,,0.265,1.023,0.0,0.0,,,,,,,,,,,,,,
,Cherry AK,"Flower, Inhalable",2017-11-02,,912,,,,,,0.0,0.007,0.013,0.004,0.0,0.006,0.005,0.008,0.137,0.003,0.097,0.11,0.264,0.0,0.394,2.029,,0.104,0.138,0.0,0.0,,,,,,,,,,,,,,
,Mantis Mountain Farms - Pineapple Kush,"Flower, Inhalable",2017-11-14,,1,,,,,,0.0,0.008,0.019,0.004,0.0,0.053,0.0,0.027,0.0,0.005,0.003,0.094,0.03,0.0,0.193,0.102,,0.058,0.333,0.0,0.0,,,,,,,,,,,,,,
,Blue Dream,"Flower, Inhalable",2017-03-22,,914,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061,0.0,0.0,0.016,0.04,0.342,0.0,0.111,0.575,,0.133,0.117,0.0,0.0,,,,,,,,,,,,,,
,Gorilla Glue #4,"Flower, Inhalable",2017-04-06,,917,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.0,0.0,0.06,0.347,0.03,0.0,1.14,0.706,,0.059,0.431,0.0,0.0,,,,,,,,,,,,,,
,Walking Dead OG,"Flower, Inhalable",2017-04-06,,917,,,,,,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.153,0.0,0.0,0.163,0.15,0.046,0.0,0.5,0.345,,0.088,0.427,0.0,0.0,,,,,,,,,,,,,,
,Strawberry Banana x DNA Genetics,"Concentrate, Inhalable",2017-03-28,,918,,,,,,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.269,0.0,0.0,0.321,0.312,0.0,0.922,0.613,,0.331,1.757,0.0,0.0,,,,,,,,,,,,,,
,Sour Tang Pull n'Snap,"Concentrate, Inhalable",2017-10-24,,919,,,,,,0.0,0.012,0.356,0.0,0.001,0.019,0.016,0.099,0.0,0.047,0.313,0.531,0.046,0.0,1.278,0.248,,0.085,0.379,0.0,0.0,,,,,,,,,,,,,,
,OG Pull n'Snap,"Concentrate, Inhalable",2017-10-24,,919,,,,,,0.0,0.009,0.432,0.0,0.001,0.007,0.013,0.091,0.0,0.014,0.261,0.339,0.034,0.0,0.844,0.158,,0.061,0.254,0.0,0.0,,,,,,,,,,,,,,
,Purple Mendo Kush,"Flower, Inhalable",2017-03-16,,928,,,,,,0.0,0.004,0.007,0.0,0.004,0.0,0.0,0.061,0.0,0.004,0.121,0.075,0.025,0.0,0.259,0.038,,0.046,0.24,0.0,0.0,,,,,,,,,,,,,,
,Tangie Dream,"Flower, Inhalable",2017-03-13,,931,,,,,,0.0,0.008,0.007,0.001,0.002,0.001,0.0,0.07,0.062,0.004,0.005,0.053,0.402,0.0,0.169,1.413,,0.202,0.155,0.0,0.0,,,,,,,,,,,,,,
,Banana Larry OG,"Flower, Inhalable",2017-03-13,,931,,,,,,0.0,0.007,0.008,0.0,0.001,0.102,0.0,0.02,0.059,0.003,0.014,0.055,0.532,0.0,0.198,0.811,,0.17,0.075,0.0,0.0,,,,,,,,,,,,,,
,Purple Kush,"Flower, Inhalable",2017-03-13,,931,,,,,,0.0,0.012,0.007,0.007,0.001,0.001,0.0,0.053,0.278,0.006,0.017,0.116,0.541,0.0,0.321,2.064,,0.167,0.266,0.001,0.0,,,,,,,,,,,,,,
,Gorilla Glue,"Flower, Inhalable",2017-03-13,,931,,,,,,0.0,0.006,0.015,0.0,0.004,0.003,0.0,0.066,0.003,0.004,0.093,0.299,0.037,0.0,0.972,0.126,,0.046,0.266,0.0,0.0,,,,,,,,,,,,,,
,Fire OG,"Flower, Inhalable",2017-03-13,,934,,,,,,0.0,0.025,0.01,0.0,0.009,0.001,0.0,0.312,0.002,0.008,0.057,0.156,0.087,0.0,0.519,0.836,,0.171,0.972,0.0,0.0,,,,,,,,,,,,,,
,Jet Fuel O.G.,"Flower, Inhalable",2017-03-13,,935,,,,,,0.0,0.011,0.023,0.0,0.015,0.0,0.0,0.281,0.002,0.017,0.119,0.286,0.057,0.0,0.95,1.717,,0.134,0.682,0.0,0.0,,,,,,,,,,,,,,
,Wunder Fruit - Grateful Puff,"Flower, Inhalable",2017-11-14,,1,,,,,,0.0,0.013,0.016,0.0,0.0,0.002,0.0,0.082,0.092,0.002,0.0,0.262,0.086,0.0,1.001,0.147,,0.1,0.564,0.0,0.0,,,,,,,,,,,,,,
,Silver Back Grape Ape,"Flower, Inhalable",2017-03-10,,937,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041,0.045,0.0,0.056,0.105,0.131,0.0,0.373,0.49,,0.029,0.014,0.0,0.0,,,,,,,,,,,,,,
,Super Lemon Haze,"Flower, Inhalable",2017-03-10,,937,,,,,,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.023,0.137,0.0,0.105,0.04,0.0,0.281,0.041,,0.061,0.108,0.0,0.0,,,,,,,,,,,,,,
,Strawberry Cough,"Flower, Inhalable",2017-03-10,,937,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.073,0.0,0.0,0.017,0.048,0.0,0.061,0.618,,0.021,0.021,0.0,0.0,,,,,,,,,,,,,,
,Head Band,"Flower, Inhalable",2017-03-10,,938,,,,,,0.0,0.009,0.004,0.0,0.0,0.0,0.0,0.126,0.0,0.004,0.115,0.182,0.038,0.0,0.483,0.535,,0.075,0.439,0.0,0.0,,,,,,,,,,,,,,
,Orange 43,"Flower, Inhalable",2017-07-24,,938,,,,,,0.043,0.009,0.003,0.006,0.004,0.003,0.0,0.112,0.013,1.085,0.08,0.062,0.091,0.03,0.211,0.812,,0.173,0.409,0.018,0.0,,,,,,,,,,,,,,
,GG #4-T-717,"Flower, Inhalable",2017-07-01,,940,,,,,,0.0,0.002,0.01,0.003,0.0,0.0,0.0,0.014,0.0,0.0,0.076,0.096,0.007,0.0,0.315,0.034,,0.014,0.044,0.0,0.0,,,,,,,,,,,,,,
,Candyland-B-717,"Flower, Inhalable",2017-07-01,,940,,,,,,0.0,0.005,0.011,0.0,0.0,0.065,0.0,0.038,0.0,0.002,0.051,0.11,0.021,0.0,0.392,0.161,,0.038,0.248,0.0,0.0,,,,,,,,,,,,,,
,Girl Scout Cookie-717,"Flower, Inhalable",2017-07-01,,940,,,,,,0.0,0.005,0.014,0.0,0.0,0.0,0.0,0.066,0.0,0.002,0.041,0.202,0.021,0.0,0.557,0.164,,0.038,0.221,0.0,0.0,,,,,,,,,,,,,,
,N-729-FullFlower- PR,"Flower, Inhalable",2017-07-26,,940,,,,,,0.0,0.005,0.006,0.0,0.0,0.0,0.0,0.085,0.0,0.003,0.088,0.127,0.018,0.0,0.324,0.153,,0.037,0.194,0.0,0.0,,,,,,,,,,,,,,
,V,"Concentrate, Inhalable",2017-03-24,,942,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
