Test Result UID,Sample Name,Sample Type,Receipt Time,Test Time,Provider,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,delta-9 CBG-A,delta-9 CBG,CBG-A,CBG,CBC,Moisture Content
,Kennys Kush,"Flower, Inhalable",2017-10-31,,288,,,,,,0.0,0.003,0.016,0.001,0.0,0.005,0.0,0.215,0.003,0.002,0.004,0.197,0.015,0.0,0.426,0.521,,0.026,0.099,0.0,0.0,,,,,,,,,,,,,,
,Gelato Cookies,"Flower, Inhalable",2017-10-31,,288,,,,,,0.0,0.002,0.013,0.001,0.001,0.004,0.0,0.182,0.0,0.0,0.001,0.218,0.011,0.0,0.473,0.444,,0.021,0.085,0.0,0.0,,,,,,,,,,,,,,
,Simply Perfect,"Flower, Inhalable",2017-11-03,,288,,,,,,0.0,0.009,0.015,0.004,0.002,0.0,0.0,0.257,0.027,0.007,0.026,0.209,0.055,0.0,0.486,0.285,,0.065,0.365,0.0,0.0,,,,,,,,,,,,,,
,TLBOG 91417,"Flower, Inhalable",2017-10-11,,289,,,,,,0.0,0.012,0.025,0.0,0.001,0.0,0.0,0.105,0.0,0.005,0.099,0.236,0.048,0.0,0.761,2.298,,0.101,0.667,0.0,0.0,,,,,,,,,,,,,,
,Zkittles Sugar,"Concentrate, Inhalable",2016-12-20,,292,,,,,,0.0,0.0,0.058,0.0,0.013,0.0,0.0,0.331,0.0,0.0,0.336,0.375,0.028,0.0,0.972,0.07,,0.051,0.166,0.0,0.0,,,,,,,,,,,,,,
,Holistic Farms-Uncle Jesse,"Flower, Inhalable",2017-11-17,,1,,,,,,0.0,0.003,0.016,0.0,0.0,0.002,0.0,0.005,0.0,0.0,0.011,0.069,0.182,0.0,0.226,1.834,,0.101,0.068,0.0,0.0,,,,,,,,,,,,,,
,High Quality B#1,"Concentrate, Inhalable",2017-05-12,,295,,,,,,0.0,0.0,0.178,0.0,0.0,0.039,0.0,0.088,0.0,0.0,0.183,0.311,0.0,0.0,0.915,0.0,,0.0,0.008,0.0,0.0,,,,,,,,,,,,,,
,Mid Quality B#2,"Concentrate, Inhalable",2017-05-12,,295,,,,,,0.0,0.0,0.208,0.0,0.0,0.056,0.0,0.125,0.0,0.0,0.261,0.464,0.0,0.0,1.331,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
,Low Quality B#3,"Concentrate, Inhalable",2017-05-12,,295,,,,,,0.0,0.0,0.077,0.008,0.0,0.096,0.0,0.127,0.0,0.038,0.32,0.633,0.0,0.0,1.732,0.021,,0.0,0.052,0.0,0.0,,,,,,,,,,,,,,
,"T12- Solvent ""D"" Exper-Hybrid-Before","Concentrate, Inhalable",2018-05-16,,295,,,,,,0.0,0.0,0.163,0.0,0.006,0.06,0.0,0.051,0.0,0.0,0.17,0.166,0.0,0.0,0.485,0.0,,0.0,0.015,0.0,0.0,,,,,,,,,,,,,,
,"T12- Solvent ""D"" Exper-Hybrid-After","Concentrate, Inhalable",2018-05-16,,295,,,,,,0.0,0.0,0.183,0.0,0.0,0.065,0.0,0.054,0.0,0.0,0.191,0.217,0.0,0.0,0.631,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
,A1-JH1-P3-EH,"Concentrate, Inhalable",2017-03-31,,299,,,,,,0.0,0.004,0.016,0.0,0.0,0.158,0.0,0.0,0.014,0.021,0.435,0.395,0.09,0.0,0.825,0.28,,0.0,0.133,0.0,0.0,,,,,,,,,,,,,,
,G-JAH-3JH1-P5-E,"Concentrate, Inhalable",2017-06-23,,299,,,,,,0.0,0.0,0.078,0.0,0.0,0.073,0.0,0.0,0.0,0.0,0.207,0.127,0.032,0.0,0.358,0.119,,0.017,0.024,0.0,0.0,,,,,,,,,,,,,,
,GG x OG,"Flower, Inhalable",2017-04-10,,301,,,,,,0.0,0.015,0.005,0.0,0.01,0.0,0.0,0.016,0.003,0.01,0.039,0.133,0.058,0.0,0.45,0.369,,0.112,0.71,0.001,0.0,,,,,,,,,,,,,,
,OG 18,"Flower, Inhalable",2017-04-10,,301,,,,,,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.272,0.0,0.0,0.012,0.055,0.035,0.0,0.126,0.246,,0.074,0.439,0.0,0.0,,,,,,,,,,,,,,
,Monterey Botanicals-True OG,"Flower, Inhalable",2017-11-17,,1,,,,,,0.0,0.019,0.011,0.0,0.02,0.003,0.0,0.142,0.0,0.025,0.082,0.194,0.069,0.0,0.593,0.837,,0.143,0.869,0.0,0.0,,,,,,,,,,,,,,
,Blackberry Reserve Oil,"Concentrate, Inhalable",2016-12-23,,318,,,,,,0.0,0.022,0.438,0.046,0.0,0.106,0.0,0.349,0.104,0.111,0.492,1.105,0.256,0.0,3.001,0.612,,0.231,0.476,0.0,0.0,,,,,,,,,,,,,,
,GDP,"Concentrate, Inhalable",2017-03-09,,320,,,,,,0.0,0.0,0.01,0.005,0.118,0.009,0.0,1.25,0.023,0.0,0.234,0.387,0.729,0.0,1.03,0.315,,0.245,0.0,0.0,0.0,,,,,,,,,,,,,,
,Lemon Haze,"Concentrate, Inhalable",2017-03-09,,320,,,,,,0.044,0.008,0.008,0.0,0.012,0.0,0.0,0.091,0.0,0.0,0.338,0.333,0.407,0.0,0.751,0.46,,0.262,1.01,0.024,0.008,,,,,,,,,,,,,,
,Blue Dream,"Concentrate, Inhalable",2017-03-09,,320,,,,,,0.0,0.011,0.009,0.0,0.045,0.0,0.0,0.36,0.0,0.0,0.228,0.359,1.209,0.0,0.868,0.462,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
,Sour Diesel,"Concentrate, Inhalable",2017-03-09,,320,,,,,,0.0,0.0,0.0,0.0,0.051,0.0,0.0,0.253,0.0,0.0,0.321,0.397,0.162,0.0,0.953,0.822,,0.081,0.0,0.0,0.0,,,,,,,,,,,,,,
,Berry White,"Concentrate, Inhalable",2017-03-09,,320,,,,,,0.0,0.054,0.011,0.0,0.0,0.008,0.0,0.108,0.042,0.0,0.21,0.294,0.502,0.0,0.843,0.171,,0.419,0.0,0.0,0.0,,,,,,,,,,,,,,
,Sunset Sherbert,"Concentrate, Inhalable",2017-03-09,,320,,,,,,0.0,0.01,0.014,0.0,0.0,0.0,0.0,0.759,0.0,0.0,0.207,0.257,0.428,0.0,0.94,0.29,,0.231,0.0,0.0,0.0,,,,,,,,,,,,,,
,Res. Jack Herer,"Concentrate, Inhalable",2017-03-09,,320,,,,,,0.0,0.0,0.0,0.161,0.0,0.0,0.0,0.018,0.0,1.002,0.064,0.187,0.397,0.0,0.431,0.451,,0.152,0.035,0.0,0.0,,,,,,,,,,,,,,
,Res. Berry White,"Concentrate, Inhalable",2017-03-09,,320,,,,,,0.0,0.038,0.01,0.0,0.0,0.035,0.0,0.077,0.053,0.012,0.33,0.254,0.374,0.0,0.672,0.124,,0.285,1.145,0.0,0.0,,,,,,,,,,,,,,
,Res. Blue Dream,"Concentrate, Inhalable",2017-03-09,,320,,,,,,0.0,0.015,0.0,0.0,0.055,0.0,0.0,0.304,0.0,0.059,0.39,0.287,1.018,0.0,0.625,0.423,,0.436,0.204,0.0,0.0,,,,,,,,,,,,,,
,Res- Sour D-328,"Concentrate, Inhalable",2017-03-29,,320,,,,,,0.0,0.013,0.007,0.0,0.053,0.0,0.0,0.352,0.0,0.005,0.192,0.234,0.646,0.0,0.52,0.919,,0.243,0.763,0.0,0.0,,,,,,,,,,,,,,
,Res-Gorilla Glue-328,"Concentrate, Inhalable",2017-03-29,,320,,,,,,0.0,0.008,0.043,0.168,0.0,0.0,0.0,0.291,0.0,0.0,0.116,0.513,0.69,0.0,0.915,0.141,,0.084,0.137,0.0,0.0,,,,,,,,,,,,,,
,Gorilla Glue-328,"Concentrate, Inhalable",2017-03-29,,320,,,,,,0.0,0.012,0.034,0.179,0.0,0.0,0.0,0.418,0.0,0.0,0.551,1.061,0.807,0.0,2.041,0.16,,0.095,0.188,0.0,0.0,,,,,,,,,,,,,,
,Purple Cadillac- 328,"Concentrate, Inhalable",2017-03-29,,320,,,,,,0.0,0.008,0.032,0.0,0.0,0.0,0.0,0.285,0.0,0.0,0.612,0.909,0.699,0.0,2.16,1.296,,0.231,0.207,0.0,0.0,,,,,,,,,,,,,,
,Lavender-328,"Concentrate, Inhalable",2017-03-29,,320,,,,,,0.034,0.008,0.036,0.0,0.003,0.0,0.0,0.119,0.0,0.964,0.604,0.726,0.339,0.0,1.592,1.094,,0.326,0.27,0.02,0.0,,,,,,,,,,,,,,
,Cut Creek Farms - 24k Gold #6,"Flower, Inhalable",2017-11-21,,1,,,,,,0.0,0.0,0.0,0.0,0.0,0.049,0.0,0.083,0.0,0.0,0.0,0.116,0.025,0.0,0.401,0.301,,0.047,0.285,0.0,0.0,,,,,,,,,,,,,,
,Monterey Botanicals-Chem D,"Flower, Inhalable",2017-11-17,,1,,,,,,0.0,0.008,0.01,0.0,0.019,0.0,0.0,0.006,0.0,0.006,0.137,0.361,0.028,0.0,0.871,0.605,,0.059,0.37,0.0,0.0,,,,,,,,,,,,,,
,Res- Jack Herer- 331,"Concentrate, Inhalable",2017-04-04,,320,,,,,,0.0,0.007,0.012,0.231,0.002,0.001,0.006,0.028,0.001,1.261,0.194,0.251,0.476,0.0,0.589,0.531,,0.259,0.061,0.008,0.0,,,,,,,,,,,,,,
,Gorilla Glue 404,"Concentrate, Inhalable",2017-04-04,,320,,,,,,0.0,0.007,0.035,0.159,0.004,0.023,0.0,0.349,0.0,0.004,0.379,0.951,0.884,0.0,1.854,0.357,,0.183,0.199,0.003,0.0,,,,,,,,,,,,,,
,Sunset Sherbert 404,"Concentrate, Inhalable",2017-04-04,,320,,,,,,0.0,0.028,0.043,0.0,0.009,0.025,0.0,0.458,0.002,0.012,0.422,0.863,0.368,0.0,1.998,0.22,,0.278,0.867,0.002,0.0,,,,,,,,,,,,,,
,Diamond OG 404,"Concentrate, Inhalable",2017-04-04,,320,,,,,,0.0,0.023,0.044,0.0,0.022,0.0,0.0,0.374,0.003,0.035,0.415,0.686,0.314,0.0,1.928,0.656,,0.251,0.763,0.005,0.0,,,,,,,,,,,,,,
,Lemon Haze 404,"Concentrate, Inhalable",2017-04-04,,320,,,,,,0.039,0.01,0.04,0.0,0.009,0.025,0.0,0.15,0.001,0.479,0.409,0.77,0.347,0.002,1.704,0.421,,0.232,0.997,0.023,0.01,,,,,,,,,,,,,,
,CBD 2:1 404,"Concentrate, Inhalable",2017-04-04,,320,,,,,,0.036,0.002,0.05,0.0,0.034,0.099,0.0,0.199,0.0,0.383,0.284,0.286,0.113,0.0,0.649,0.307,,0.108,0.977,0.018,0.007,,,,,,,,,,,,,,
,Jack Herer-411,"Concentrate, Inhalable",2017-04-12,,320,,,,,,0.0,0.0,0.035,0.204,0.007,0.023,0.0,0.096,0.0,1.43,0.365,0.555,0.362,0.0,1.454,0.419,,0.215,0.049,0.008,0.0,,,,,,,,,,,,,,
,Blue Dream-411,"Concentrate, Inhalable",2017-04-12,,320,,,,,,0.0,0.014,0.037,0.0,0.058,0.012,0.0,0.455,0.0,0.095,0.367,0.58,0.961,0.0,1.475,0.377,,0.426,0.246,0.0,0.0,,,,,,,,,,,,,,
,Lavender-411,"Concentrate, Inhalable",2017-04-12,,320,,,,,,0.029,0.0,0.032,0.0,0.0,0.013,0.0,0.126,0.0,0.818,0.412,0.486,0.371,0.0,1.299,0.928,,0.288,0.2,0.026,0.0,,,,,,,,,,,,,,
,GDP-411,"Concentrate, Inhalable",2017-04-12,,320,,,,,,0.0,0.006,0.034,0.003,0.137,0.015,0.0,1.255,0.0,0.0,0.457,0.695,0.662,0.0,1.672,0.309,,0.202,0.136,0.0,0.0,,,,,,,,,,,,,,
,Sour Diesel-411,"Concentrate, Inhalable",2017-04-12,,320,,,,,,0.0,0.0,0.026,0.0,0.067,0.012,0.0,0.379,0.0,0.004,0.342,0.501,0.355,0.0,1.17,0.66,,0.119,0.729,0.0,0.0,,,,,,,,,,,,,,
,Res-Lavender-411,"Concentrate, Inhalable",2017-04-12,,320,,,,,,0.015,0.008,0.0,0.005,0.0,0.0,0.0,0.034,0.0,0.414,0.053,0.074,0.233,0.0,0.202,0.489,,0.186,0.181,0.007,0.004,,,,,,,,,,,,,,
,Purple Cadillac - 418,"Concentrate, Inhalable",2017-04-18,,320,,,,,,0.0,0.0,0.026,0.0,0.0,0.021,0.0,0.4,0.0,0.0,0.774,0.748,0.677,0.0,2.01,1.541,,0.175,0.207,0.0,0.0,,,,,,,,,,,,,,
,Sunset Sherbert - 418,"Concentrate, Inhalable",2017-04-18,,320,,,,,,0.0,0.043,0.049,0.0,0.014,0.016,0.0,0.903,0.0,0.017,0.637,0.894,0.365,0.0,2.254,0.133,,0.391,1.599,0.0,0.0,,,,,,,,,,,,,,
,Lemon Haze - 418,"Concentrate, Inhalable",2017-04-18,,320,,,,,,0.073,0.013,0.019,0.009,0.013,0.018,0.0,0.136,0.0,1.496,0.506,0.443,0.161,0.0,1.027,0.34,,0.214,0.274,0.043,0.012,,,,,,,,,,,,,,
,GSC-425,"Concentrate, Inhalable",2017-04-25,,320,,,,,,0.0,0.0,0.029,0.0,0.0,0.008,0.0,0.383,0.0,0.0,0.549,0.767,0.035,0.0,1.973,0.141,,0.061,0.39,0.0,0.0,,,,,,,,,,,,,,
,CBD 1:1-502,"Concentrate, Inhalable",2017-05-02,,320,,,,,,0.086,0.018,0.033,0.01,0.024,0.056,0.0,0.17,0.0,1.68,0.452,0.54,0.187,0.0,1.292,0.382,,0.24,0.316,0.05,0.015,,,,,,,,,,,,,,
,CBD 4:1-502,"Concentrate, Inhalable",2017-05-02,,320,,,,,,0.0,0.0,0.02,0.0,0.0,0.067,0.0,0.47,0.0,0.0,0.356,0.842,0.051,0.0,2.196,0.22,,0.097,0.515,0.0,0.0,,,,,,,,,,,,,,
,CBD 18:1-502,"Concentrate, Inhalable",2017-05-02,,320,,,,,,0.0,0.042,0.012,0.0,0.0,0.082,0.0,0.14,0.27,0.007,0.317,0.463,0.423,0.0,1.249,0.178,,0.334,1.44,0.0,0.0,,,,,,,,,,,,,,
,Berry White- 508,"Concentrate, Inhalable",2017-05-09,,320,,,,,,0.0,0.059,0.0,0.0,0.0,0.04,0.0,0.116,0.186,0.047,0.0,0.321,0.324,0.0,0.884,0.139,,0.253,0.953,0.0,0.0,,,,,,,,,,,,,,
,Jack Herer- 508,"Concentrate, Inhalable",2017-05-09,,320,,,,,,0.0,0.0,0.023,0.236,0.0,0.0,0.0,0.073,0.0,1.661,0.0,0.531,0.213,0.0,1.372,0.337,,0.186,0.124,0.0,0.0,,,,,,,,,,,,,,
,Blue Dream- 508,"Concentrate, Inhalable",2017-05-09,,320,,,,,,0.0,0.034,0.0,0.0,0.069,0.046,0.0,0.342,0.0,0.109,0.0,0.318,0.759,0.0,0.753,0.206,,0.333,0.22,0.0,0.0,,,,,,,,,,,,,,
,Lemon Haze- 508,"Concentrate, Inhalable",2017-05-09,,320,,,,,,0.115,0.062,0.006,0.0,0.012,0.0,0.0,0.135,0.0,1.245,0.0,0.437,0.26,0.0,1.131,0.408,,0.264,0.324,0.079,0.047,,,,,,,,,,,,,,
,Diamond OG- 508,"Concentrate, Inhalable",2017-05-09,,320,,,,,,0.0,0.029,0.006,0.0,0.019,0.0,0.0,0.173,0.0,0.033,0.105,0.346,0.075,0.0,0.952,0.302,,0.119,0.524,0.0,0.0,,,,,,,,,,,,,,
,Gorilla Glue- 508,"Concentrate, Inhalable",2017-05-09,,320,,,,,,0.0,0.0,0.0,0.154,0.0,0.025,0.0,0.159,0.0,0.0,0.033,1.055,0.977,0.0,1.353,0.275,,0.195,0.149,0.0,0.0,,,,,,,,,,,,,,
,Res. Skunk- 510,"Concentrate, Inhalable",2017-05-10,,320,,,,,,0.0,0.003,0.014,0.011,0.002,0.0,0.0,0.027,0.102,0.457,0.209,0.059,0.295,0.227,0.167,0.069,,0.343,0.023,0.0,0.02,,,,,,,,,,,,,,
,Res. Mango- 510,"Concentrate, Inhalable",2017-05-10,,320,,,,,,0.0,0.004,0.021,0.018,0.002,0.0,0.0,0.019,0.166,1.4,0.277,0.027,0.482,0.433,0.048,0.009,,0.543,0.005,0.007,0.022,,,,,,,,,,,,,,
,Res. Skywalker- 510,"Concentrate, Inhalable",2017-05-10,,320,,,,,,0.0,0.002,0.019,0.011,0.002,0.0,0.0,0.011,0.123,1.071,0.255,0.021,0.375,0.329,0.042,0.006,,0.425,0.006,0.005,0.02,,,,,,,,,,,,,,
,Res. Mr.Nice- 510,"Concentrate, Inhalable",2017-05-10,,320,,,,,,0.0,0.003,0.025,0.006,0.003,0.0,0.0,0.036,0.079,0.655,0.268,0.044,0.24,0.205,0.127,0.031,,0.269,0.021,0.003,0.011,,,,,,,,,,,,,,
,Res. Chernobyl- 510,"Concentrate, Inhalable",2017-05-10,,320,,,,,,0.0,0.004,0.015,0.009,0.0,0.007,0.0,0.022,0.071,0.365,0.239,0.031,0.256,0.19,0.078,0.054,,0.299,0.008,0.005,0.019,,,,,,,,,,,,,,
,Res. Dutch Treat- 510,"Concentrate, Inhalable",2017-05-10,,320,,,,,,0.002,0.005,0.035,0.025,0.003,0.0,0.009,0.036,0.164,0.751,0.236,0.13,0.482,0.374,0.357,0.11,,0.568,0.027,0.006,0.032,,,,,,,,,,,,,,
,GDP-517,"Concentrate, Inhalable",2017-05-17,,320,,,,,,0.0,0.011,0.068,0.022,0.152,0.003,0.0,1.247,0.0,0.0,0.37,0.572,0.427,0.0,1.356,0.169,,0.109,0.209,0.005,0.0,,,,,,,,,,,,,,
,Great White Shark-517,"Concentrate, Inhalable",2017-05-17,,320,,,,,,0.0,0.011,0.039,0.15,0.0,0.008,0.0,0.066,0.0,0.0,0.426,0.424,0.692,0.0,0.993,1.135,,0.229,0.307,0.0,0.0,,,,,,,,,,,,,,
,GSC-517,"Concentrate, Inhalable",2017-05-17,,320,,,,,,0.0,0.006,0.045,0.016,0.004,0.015,0.0,0.37,0.0,0.0,0.409,0.716,0.23,0.0,1.793,0.214,,0.142,0.35,0.0,0.0,,,,,,,,,,,,,,
,SOUR DIESEL- 519,"Concentrate, Inhalable",2017-05-19,,320,,,,,,0.0,0.005,0.023,0.0,0.087,0.075,0.0,0.429,0.0,0.0,0.344,0.407,0.166,0.0,0.952,0.507,,0.058,0.872,0.0,0.0,,,,,,,,,,,,,,
,LAVENDER- 519,"Concentrate, Inhalable",2017-05-19,,320,,,,,,0.017,0.0,0.035,0.0,0.0,0.093,0.0,0.069,0.064,0.728,0.348,0.352,0.136,0.0,0.814,0.676,,0.188,0.203,0.014,0.0,,,,,,,,,,,,,,
,SUNSET SHERBERT- 519,"Concentrate, Inhalable",2017-05-19,,320,,,,,,0.0,0.028,0.028,0.0,0.0,0.0,0.0,0.407,0.0,0.0,0.39,0.466,0.395,0.0,1.136,0.132,,0.273,0.777,0.0,0.0,,,,,,,,,,,,,,
,Jack Herer 523,"Concentrate, Inhalable",2017-05-24,,320,,,,,,0.0,0.0,0.012,0.193,0.004,0.0,0.0,0.103,0.0,0.943,0.604,0.672,0.095,0.0,1.445,0.135,,0.071,0.018,0.009,0.0,,,,,,,,,,,,,,
,Diamond OG 523,"Concentrate, Inhalable",2017-05-24,,320,,,,,,0.0,0.016,0.034,0.0,0.002,0.0,0.0,0.183,0.0,0.015,0.56,0.497,0.076,0.0,1.085,0.278,,0.101,0.456,0.0,0.0,,,,,,,,,,,,,,
,Nat. Lavender 530,"Concentrate, Inhalable",2017-05-30,,320,,,,,,0.014,0.0,0.017,0.0,0.0,0.047,0.0,0.039,0.045,0.401,0.181,0.168,0.064,0.0,0.393,0.365,,0.083,0.117,0.008,0.0,,,,,,,,,,,,,,
,Nat.Sour Diesel 530,"Concentrate, Inhalable",2017-05-30,,320,,,,,,0.0,0.0,0.012,0.0,0.044,0.044,0.0,0.222,0.0,0.0,0.206,0.209,0.073,0.0,0.487,0.254,,0.027,0.444,0.0,0.0,,,,,,,,,,,,,,
,Nat.Sunset Sherbert 530,"Concentrate, Inhalable",2017-05-30,,320,,,,,,0.0,0.186,0.0,0.0,0.006,0.0,0.0,0.199,0.0,0.0,0.195,0.22,0.0,0.0,0.54,0.078,,0.132,0.433,0.0,0.0,,,,,,,,,,,,,,
,Sunset Sherbert 530,"Concentrate, Inhalable",2017-05-31,,320,,,,,,0.0,0.014,0.012,0.0,0.0,0.0,0.0,0.436,0.0,0.009,0.573,0.695,0.411,0.0,1.615,0.263,,0.3,0.887,0.0,0.0,,,,,,,,,,,,,,
,Lemon Haze 530,"Concentrate, Inhalable",2017-05-31,,320,,,,,,0.051,0.012,0.01,0.015,0.013,0.0,0.007,0.137,0.0,0.954,0.34,0.398,0.141,0.004,0.897,0.244,,0.167,0.195,0.031,0.01,,,,,,,,,,,,,,
,Berry White 530,"Concentrate, Inhalable",2017-05-31,,320,,,,,,0.0,0.029,0.015,0.013,0.005,0.0,0.0,0.13,0.154,0.01,0.304,0.424,0.291,0.0,1.128,0.1,,0.231,0.92,0.0,0.0,,,,,,,,,,,,,,
,Gorilla Glue 530,"Concentrate, Inhalable",2017-05-31,,320,,,,,,0.0,0.011,0.027,0.169,0.002,0.0,0.0,0.15,0.0,0.0,0.373,1.053,0.756,0.0,1.325,0.181,,0.108,0.112,0.005,0.0,,,,,,,,,,,,,,
,Lavender 530,"Concentrate, Inhalable",2017-05-31,,320,,,,,,0.033,0.0,0.027,0.005,0.006,0.0,0.0,0.199,0.069,0.738,0.596,0.666,0.116,0.004,1.554,0.666,,0.171,0.225,0.019,0.006,,,,,,,,,,,,,,
,GSC 530,"Concentrate, Inhalable",2017-05-31,,320,,,,,,0.0,0.0,0.019,0.0,0.006,0.0,0.0,0.383,0.0,0.015,0.702,0.881,0.18,0.0,2.112,0.271,,0.123,0.326,0.0,0.0,,,,,,,,,,,,,,
,GDP 530,"Concentrate, Inhalable",2017-05-31,,320,,,,,,0.0,0.0,0.048,0.0,0.181,0.0,0.0,1.548,0.0,0.0,0.812,1.125,0.447,0.0,2.645,0.127,,0.118,0.143,0.0,0.0,,,,,,,,,,,,,,
,Blue Dream 530,"Concentrate, Inhalable",2017-05-31,,320,,,,,,0.0,0.0,0.021,0.016,0.065,0.0,0.0,0.395,0.0,0.081,0.359,0.458,0.737,0.0,1.028,0.218,,0.317,0.217,0.0,0.0,,,,,,,,,,,,,,
,Nat. Blue Dream 608,"Concentrate, Inhalable",2017-06-08,,320,,,,,,0.0,0.002,0.011,0.006,0.028,0.0,0.0,0.153,0.0,0.026,0.165,0.191,0.166,0.0,0.426,0.063,,0.085,0.067,0.0,0.0,,,,,,,,,,,,,,
,Nat. Sunset Sherbert 613,"Concentrate, Inhalable",2017-06-13,,320,,,,,,0.0,0.002,0.006,0.0,0.004,0.0,0.0,0.153,0.0,0.006,0.192,0.244,0.103,0.0,0.58,0.085,,0.085,0.311,0.0,0.0,,,,,,,,,,,,,,
,Nat. Berry White 613,"Concentrate, Inhalable",2017-06-13,,320,,,,,,0.0,0.011,0.005,0.0,0.003,0.0,0.0,0.054,0.075,0.004,0.101,0.168,0.125,0.0,0.462,0.049,,0.097,0.427,0.0,0.0,,,,,,,,,,,,,,
,Nat. Lemon Haze 613,"Concentrate, Inhalable",2017-06-13,,320,,,,,,0.024,0.006,0.0,0.005,0.003,0.0,0.0,0.046,0.0,0.415,0.101,0.145,0.06,0.0,0.332,0.112,,0.063,0.088,0.015,0.004,,,,,,,,,,,,,,
,Nat. GDP 612,"Concentrate, Inhalable",2017-06-13,,320,,,,,,0.0,0.0,0.015,0.0,0.042,0.0,0.0,0.421,0.0,0.003,0.176,0.293,0.16,0.0,0.702,0.043,,0.035,0.055,0.0,0.0,,,,,,,,,,,,,,
,Nat. GSC 612,"Concentrate, Inhalable",2017-06-13,,320,,,,,,0.0,0.0,0.014,0.0,0.053,0.001,0.0,0.484,0.0,0.006,0.191,0.335,0.157,0.0,0.808,0.042,,0.042,0.056,0.0,0.0,,,,,,,,,,,,,,
,GSC 613,"Concentrate, Inhalable",2017-06-14,,320,,,,,,0.0,0.0,0.008,0.0,0.0,0.007,0.0,0.312,0.0,0.0,0.354,0.612,0.143,0.0,1.534,0.172,,0.106,0.329,0.0,0.0,,,,,,,,,,,,,,
,GDP 613,"Concentrate, Inhalable",2017-06-14,,320,,,,,,0.0,0.0,0.01,0.0,0.117,0.0,0.0,1.051,0.0,0.0,0.374,0.525,0.425,0.0,1.283,0.128,,0.099,0.107,0.0,0.0,,,,,,,,,,,,,,
,Sunset Sherbert 613,"Concentrate, Inhalable",2017-06-14,,320,,,,,,0.0,0.032,0.021,0.0,0.013,0.017,0.0,0.497,0.0,0.022,0.617,0.674,0.331,0.0,1.55,0.133,,0.272,0.925,0.0,0.0,,,,,,,,,,,,,,
,Super Silver Haze 613,"Concentrate, Inhalable",2017-06-14,,320,,,,,,0.017,0.073,0.0,0.027,0.08,0.0,0.0,0.371,0.0,0.103,0.396,0.419,0.231,0.0,0.793,0.666,,0.263,0.356,0.021,0.0,,,,,,,,,,,,,,
,Great White Shark 613,"Concentrate, Inhalable",2017-06-14,,320,,,,,,0.0,0.005,0.016,0.148,0.0,0.0,0.0,0.083,0.005,0.02,0.679,0.527,0.503,0.0,1.165,1.089,,0.164,0.325,0.006,0.0,,,,,,,,,,,,,,
,Purple Cadillac 613,"Concentrate, Inhalable",2017-06-14,,320,,,,,,0.0,0.005,0.018,0.0,0.0,0.0,0.0,0.188,0.0,0.008,0.37,0.473,0.438,0.0,1.228,0.883,,0.12,0.151,0.0,0.0,,,,,,,,,,,,,,
,Nat. Great White Shark 621,"Concentrate, Inhalable",2017-06-21,,320,,,,,,0.0,0.0,0.0,0.056,0.0,0.0,0.0,0.039,0.0,0.008,0.268,0.206,0.185,0.0,0.46,0.417,,0.061,0.132,0.0,0.0,,,,,,,,,,,,,,
,Blue Dream 626,"Concentrate, Inhalable",2017-06-27,,320,,,,,,0.0,0.008,0.026,0.008,0.065,0.021,0.0,0.378,0.0,0.076,0.379,0.407,0.738,0.0,0.837,0.151,,0.278,0.211,0.0,0.0,,,,,,,,,,,,,,
,Monterey Botanicals-Blue Knight,"Flower, Inhalable",2017-11-17,,1,,,,,,0.0,0.016,0.007,0.004,0.0,0.0,0.0,0.133,0.106,0.011,0.198,0.121,0.196,0.0,0.413,0.095,,0.161,0.694,0.0,0.0,,,,,,,,,,,,,,
,Sour Diesel 626,"Concentrate, Inhalable",2017-06-27,,320,,,,,,0.0,0.004,0.01,0.007,0.08,0.0,0.0,0.27,0.0,0.007,0.427,0.438,0.141,0.0,0.831,0.509,,0.022,0.746,0.0,0.0,,,,,,,,,,,,,,
,Lemon Haze 626,"Concentrate, Inhalable",2017-06-27,,320,,,,,,0.054,0.015,0.008,0.014,0.01,0.0,0.0,0.104,0.0,0.992,0.371,0.385,0.134,0.004,0.854,0.249,,0.143,0.236,0.031,0.008,,,,,,,,,,,,,,
,Gorilla Glue 626,"Concentrate, Inhalable",2017-06-27,,320,,,,,,0.0,0.009,0.013,0.145,0.0,0.0,0.0,0.202,0.0,0.012,0.271,0.807,0.753,0.0,1.027,0.162,,0.11,0.113,0.0,0.0,,,,,,,,,,,,,,
